id,min,eng
70,"Tanggal 12 february adalah ulang tahun pacar wak, dan awak maajak inyo untuak makan di sabuah restaurant nan takenal di surabaya. Awak nio maagiah kado ulang tahun jo makan yang lamak di sinan. Tapi. Pas itu awak tibo kiro kiro jam satangah 3. Tampek panuah sahinggo kami harus manunggu. Daftar tunggu pas itu sakitar 4 meja.","February 12th is my partner's birthday, and I invited her to dine in a famous restaurant in Surabaya. I wanted to give her birthday gifts along with a delicious meal there. But, at the time I arrived there around half past 3. The place was packed so we had to wait. The waiting list then was around 4 tables."
223,Tampeknyo unik. Sambia makan jo dimanjoan samo tampek nan serba unik. Banyak kayu kayu dan galerinyo. Untuak anak jan cameh lo. Ado mainan anaknyo. Jadi makan jadi labiah santai,"The place is unique. While eating, we're also pampered with the fully unique place. Lots of wooden objects and gallery. Also no need to worry about children. There's also children's toys. So we can eat more comfortably."
379,"Kalau ado yang salah jo tingkah laku ambo buliah ngecek langsuang ka ambo, jan ngecek di balakang. Indak lamak mode itu. Pangacuik!","If there's anything wrong with my attitude, you can say it to my face, you know, no need to gossip behind my back. It's not cool like that. Coward!"
162,"Tampek ini salah satu tampek favourite wak untuak mancaliak bogor di malam ari, jo suasanonyo nan nyaman dikawanan jo makanan dan minumannyo serta palayanannyo nan ramah. Cahayo kota nan bana-bana rancak bisa dicaliak dari siko. Tampek nan rekomendasi untuak maabihan wakatu jo pasangan, keluarga atau sahabat.","This place is one of my favorites to view Bogor at night, with its cosy ambience accompanied with their food and drinks complete with hospitable service. The absolutely stunning city lights are visible from here. Recommended place to spend time with your partner, family, or friends."
312,Mayoritas pangguno hak piliah di pamiliahan gubernur alah manantuan piliahan.,Most of the voters in the governor elections have casted their ballots.
123,Bca sadang mangadoan acara ulang tahun dan maundang saluruah karyawannyo untuak maikuikan acara tu.,BCA is holding a birthday event and inviting all of their employees to attend it
354,Awak alah lapor ka email mandiricare.co.id,I've already filed a report to mandiricare.co.id via email address
8,"Tarakir ka hanamasa haragonyo 120 ribu / urang. Tapi pueh labiah dari itu. Bisa ambiak makanan sapuehnyo, tapi raso ndak mangacewaan, pandai-pandai awak se maracik surang. Kalau penggemar dagiang jawi pasti suko ka siko
","Last time I was in Hanamasa the price was 120 thousand / person. But I think you'll get more than your money's worth. You can pick all the food you want, and the taste won't disappoint, you can even mix and match your own ideal meal. If you love beef, you'll love it here"
198,Nan malarang GBK dijadian venue konser pado sombong-sombong bana lah. Rumpuik di lapangan sia nan paliharo kalau indak ado pitih konser. Alun lai kursi nan suko dirusak supporter bola. Ndeh.,"Gee, the ones who banned GBK for concerts sure are bigheaded, huh. Who do y'all think's gonna take care of those field grass without that concert cash? Not to mention the damaged bleachers due to the football supporters. Damn."
376,"Lataknyo cukuik nyaman, ado di jalan sudirman yang dakek jo piliahan tampek balanjo, dari resto pun cukuik dakek ka tampek itu. Makanannyo lamak, piliahannyo banyak jadi ndak talalu membosanan. Tampeknyo juo nyaman","The location is pretty ideal, located on Sudirman Street which is near many shopping spots, even the restaurant is pretty close to that place. Food is great, lots of options so it's not too boring. The place is also comfortable."
56,"Lamak lumayan, tapi haragonyo maha karano porsinyo agak ketek. Ado pilihan infused kangen water nan cukuik untuak 4 urang","Tastes pretty good, but a bit pricy because of the smaller portion. There's also Infused Kangen Water, which is enough for 4 people"
18,Ledakan dalam aksi protes di afganistan manewasan 68 urang,An explosion during a protest in Afghanistan killed 68 people
328,"Kafe ko manyadioan makanan tradisional bagaya kafe anak mudo. Salain tampeknyo nan nyaman, harago tabilang murah dan tajangkau","This cafe offers a traditional menu catering to the young cafe-goers. On top of the comfortable venue, the price is reasonable and affordable"
42,"Wak juo binguang mah, pandukuang tokoh itu hampia sadolahnyo satipe bisanyo hanyo maki-maki, fitnah, kato-kato kasa, manyebar isu duto, mautamoan emosi, aka sehat indak pernah dipakai.","I am so confused, almost all of that figure's supporters are the same, they usually just yell, slander, flame, spread hoax, let their emotions run wild, and never use their common sense"
98,"Youtube samakin hari samakin banyak iklannyo, malehlai!","YouTube is showing more ads the more days pass, it's annoying!"
199,Gilo yo. Pasan mix platter se sampai labiah dari 30 minik. Batanyo ka palayannyo malah pai. Ndak responsif. Lamo,This is insane. Over 30 minutes just for a mix platter? Asked the servers about it but they all ran away. Unresponsive. Took forever.
324,"Oke bos, bia handphone tibo-tibo ngehank surang salamo sahari","Okay boss, though the handphone suddenly hangs on its own for a day."
383,"Nasi uduak ko ado di jalan rajiman dan bukanyo dari sore sampai malam. Menunyo sih cukuik sederhana, hanyo nasi uduak dan babagai palengkapannyo. Biasonyo awak makan nasi uduak jo ayam goreng dan lado, ladonyo indak terlalu padeh.","This uduk rice is on Rajiman street and opens from afternoon to night. The menu is pretty simple. ony rice and other side dishes. Usually I eat uduk rice with fried chicken and sambal, which isn't too spicy."
127,Berita nan ndak ado kualitas dan ndak mendidik bana. Banyak kepentingan samo pencitraan,The news is horrible and not at all educational. It's all agendas and lip services
47,Babagi berkah basamo sinde! Dapekkan 50 paket umroh satiok pambalian minimal rp. 15.000 di alfamart.,Share the love with Sinde! Get 50 Umrah packages for every purchase over Rp 15.000 in Alfamart!
88,Parkiran payah bana sampai baputa 3x. Saran: Parkir di dakek hotel se taruih jalan kaki. Restoran di area parumahan.,Parking was so hard I needed to turn around 3 times. Word of advice: park near the hotel and just walk there. Restaurant's in the housing area.
380,Mohon konfirmasi untuak pangiriman ka alamat panarimo ka dikarajoan hari ko atau bisuak hari uni tarimo kasih,"Please confirm whether the delivery to the recipient's address will be made today or tomorrow, friend, thanks."
265,Awak samakin mambanci jne dek pangirimannyo taruih talaik,I've come to hate JNE even more because of their slow deliveries.
184,"Driver ndak tibo ka tampek tujuan, tapi di aplikasi lah picu naiak, dan gopay lah tapotong, jaran den pakai gojek","Driver did not come to the destination, but the aplicatiion marked as if I had ridden, and my Gopay was already deducted, I give up on using Gojek."
337,"Agak manyasa jo kaputusan masuak jurusan film, nio masuak seni rupa sabananyo. Tapi ragu jo bakat yang dipunyo.","I kinda regret getting into film major, I honestly wanted to get into fine arts major. But I don't think I have the talent."
129,Jan lewatan diskon langsuang hinggo Rp 10 juta di siko!,Don't miss our direct discount for up to Rp 10 million!
321,"Kalau indak punyo pitih untuak bali komik tapi nio jo nongkrong, tibo se ka siko. Koleksi komiknyo langkok. Makanan minumannyo subananyo hanya fasilitas tambahan, tapi cukuik lumayan. Haragonyo pun murah khas mahasiswa.","If you don't have enough cash to buy comics, but still wanna hang out, just come here. The comic collection is complete. The food & beverages are just additional facilities really, but it's pretty alright. The cost is also cheap and student-friendly"
71,"Indak suko maliek anak sma kini, kalau pakai jilbab rambuiknyo pado disangajoan kalua, makasuiknyo apo?","Don't like seeing highschoolers these days, using jilbab but letting the hair out on purpose, what's the meaning of that?"
55,Restoran seafood. Menu spesialnyo kapitiang nan dimakan jo kuliknyo. Dek awak kurang lamak. Kuliknyo masih agak kareh. Pelayanannyo biaso-biaso se.,"Seafood restaurant. Specialty dish is crab with edible shells. For me personally, it's not that good. The shell's still pretty hard. Service is just average, too."
245,2018 kpk batekad manuntehan kasus e-ktp jo blbi.,"In 2018, KPK was determined to solve the E-KTP and Bibi cases."
49,"Aplikasi google maps baguno bana, awak puas mamakainyo!","Google Maps app is really useful, I'm satisfied!"
183,Salamaik pagi. Wah kecewa bana masak iyo indihome internet ndak kocek lai. Den tu baia maha. Jan kacewaan kami sabagai pelanggan,"Good morning. Wow, heavily let down, Indihome's internet really cannot connect again. I have paid expensively. Don't disappoint us as customers,."
270,Sayang kotaknyo yang sampai agak penyok,Shame that the box is quite damaged
62,"Tampeknyo cukuik unik, raso makanan standar, menu nan ditawaran biaso lo, cuma yang menarik tampek dan keunikannyo, caro mamanggia palayannyo jo manokok kentongan. Awak pas ka sinan di malam hari, ditambah ujan, udaranyo cukuik dingin manusuak tulang, sempat manunggu kiro-kiro 15 minik untuak bisa dapek tampek, soalnyo panuah blok pas itu. Disaranan kalau ni ka sinan sore-sore.","The spot's pretty unique, the flavour is standard, the menu is average too, only the site iss interesting because of its uniqueness, such as the way to call server is by hitting a slit drum. When I went there at night, due to the rain, the air was quite cold, bone-chilling even, I had to wait about 15 minutes to get a seat since it was a full house at the time. Recommended to visit in the afternoon hours."
119,"Palayanan ramah. Buek taruih nio tibo baliak. Kebetulan juo acok manginap di siko, hotelnyo barasiah dan pamandangan dari kamar hotel ancak.","The server is so friendly. Makes me always wanna come back. I just so happen to stay here a lot, the hotel is clean and the view from the room is great"
282,"Awak ka kafe dipakar samo jo keluarga, pamandangannyo memang rancak bana. Makanannyo lamak-lamak lo. Untuak basantai manikmatik sajian dan pamandangan di dipakar sero bana. Kami ka sinan hari minggu, dan rami pangunjuang. Tapi indak manunggu lamo, kami langsuang dapek meja. Untuak makanan, satalah wak order indak paralu manunggu lamo, makanan alah tibo. Untuak foto-foto rancak bana lo.","I went to Kafe Dipakar with my family. The scenery is truly breathtaking. The meals are also delicious. To just relax and enjoy the food while admiring the views of Dipakar is incredibly pleasing. We went there on Sunday, and it was really crowded. However, we didn't wait for too long and got ourselves a table immediately. You didn't have to wait for the food either as it would arrive shortly after you order it. This place is also great if you wanna take pics. "
288,Untuak tau promo-promo nan sadang balangsuang di tokopedia ang bisa mangunjuangi halaman ko.,"For more info about Tokopedia's currently available promos, you can go to this page."
50,"Untuak malam minggu di sinan diagiah tampek nan indak nyaman, karano pas urang lewat di sinan tampek kami goyang-goyang, labiah tapeknyo mirip macam kadai pinggia jalan. Indak sasuai jo harago makanan nan disajian, saharusnyo pasangan diagiah pulo tampek nan rancak bukan sumbarang tarimo tamu dan latak di tampek macam itu.","On Saturday night there, couples are given uncomfortabe seats, since it'll always shake whenever people pass by, feels more like a roadside stall.The food is not worth the price at all, couples should be given a good spot, not being randomly placed on seats like that."
