id,eng,min
46355,"A diner that has existed since a long time ago and yet the taste is just as delicious as it used to be, the chicken and krechek rice are very delicious. Sometimes I even would go out of my way to take some back home to enjoy later.","Rumah makan zaman dulu tapi raso tatap samo lamaknyo, ayam jo nasi kreceknyo lamak bana, kadang den singajo bali untuak bungkuih ka rumah"
46356,"Needing to pass that street everyday is kinda irritating. The narrow, two-way street and its traffic jam have become an everyday occurrence at this point.","Agak kesal jo kalau tiok hari lewat sinan taruih. Sampik, duo arah, macet alah jadi makanan sahari-hari"
46357,My younger brother got accepted in ITB's Environmental Engineering Faculty.,Adiak wak ditarimo di teknik lingkungan ITB
46358,"Please follow up my complaints ASAP, before there are more victims of GoPay hacking","Tolong capek tindaklanjuikan aduan awak, sabalum korban meretas gopay jadi batambah."
46359,"Their signature main dish is the betutu chicken, with flavour variations ranging from mild to really spicy. Aside from chicken, there's also betutu duck with the same flavour variations.",Menu utamo andalan mereka adolah ayam betutu nan dapek dipiliah variasi rasonyo mulai dari indak padeh sampai sangaik padeh. Salain ayam pulo ado bebek betutu jo variasi raso yang samo.
46360,I never say rude things to my partner even for a joke / when I'm really angry because I respect him that much,Indak pernah bisa ngecek kato-kato kasa ka pasangan walau tujuannyo bagarah/ memang sadang berang bana saking respeknyo wak ka inyo
46361,"Yesterday, they applied for the Djarum scholarship",Patang mereka mandaftar beasiswa djarum
46362,"Kak Adit, I'll have one Indomie, please.",Kak adit awak pasan indominyo ciek
46363,"By the way, the description said Note 3 Pro, but what I got was Note 3. What a letdown, man","Oh iyo diketerangan kan note 3 pro, baakok nan dikirim note 3 yo, kecewa juragan"
46364,"A man ran over some people with a car in France, 2 injured.","Kilaki antak warga jo oto di Prancis, 2 luko-luko"
46365,"I was curious and wanna eat here. When I ordered, the owner's voice was so low, oh my God. I coudn't tell what he was saying, it just sounded like ""blubup blubup"" haha. I ordered chicken noodles with 2 extra meatballs while my partner ordered bakso urat soun. Not long after, the order for my partner was served and it was below our expectations.","Awak panasaran nio makan di siko. Katiko pasan, suaro uda-udanyo lambek bana ndeh indak jaleh ngecek apo do blupub blupub gitu haha. Awak mamasan mi ayam 2baso ekstra, pacar wak mamasan bakso urat soun. Indak lamo tibo pasanan pacar wak dan ruponyo indak sasuai jo ekspektasi."
46366,My friend works at Gojek,Kawan wak karajo di gojek
46367,"Yes, I've called via Halo BCA. But my connections got cut off multiple times and my credits would run out if I kept calling over and over!","Yo, awak alah mahubuangi via halo bca. Tapi taputuih taruih dan pulsa wak tapotong banyak kalau telepon baulang-ulang!"
46368,"Cool atmosphere, green, refreshing, and perfect to unwind and escape from mundane routines. As for the expensive food, personally it's not really a big deal because the great location matters a lot more.","Suasano sajuak, hijau, manyagaran dan sangaik cocok untuak refreshing pas kabur dari rutinitas. Untuak makanan nan maha manuruik wak bukan masalah karano lokasi nan rancak labiah paralu."
46369,Bored of this world so full of hypocrisy.,Bosan jo dunia ko yang panuah jo kamunafikan
46370,People find it hard to appreciate others nowadays.,Urang kini kabanyakan sulik maharagoi urang lain
46371,"This place promised steaks and meat for a low price. But in reality, it wasn't really that low compared to the quality of the meat, which wasn't good at all. The meat was tough and had no flavur.",Tampek ko maimingi makan steak jo dagiang jo hargo murah. Tapi sabananyo ndak murah kalau dibandiangan jo kualitas dagiangnyo yang ndak lamak. Dagiangnyo kareh dan rasonyo amba.
46372,Early morning and I'm already fuming at the Sanur bank branch's unprofessional and disappointing service. No wonder the customer reviews were all negative,Pagi alah berang-berang dek pelayanan di bank cabang sanur nan ndak profesional dan mangecewaan! Ndak salah banyak panilaian customer buruak.
46373,"Went to have luch with 6 family members consisting of adults and children. We got a grotto that was far up above. Could you imagine walking to the top? Of course it was very tiring. The place was good overall, yes, but the faraway location of the grotto and the exhausting trip up was just.... My advice is if you wanna go there, don't go during lunch cuz it's sure to be full. The price was quite high. But the view was breathtaking.",Pai untuak makan siang basamo 6 kaluarga nan tadiri dari urang dewasa jo anak-anak. Kami mandapekan sauang yang jauah di ateh. Tabayang kan jalan ka ateh yang sangaik mamanekan. Tampeknyo emang rancak tapi lokasi sauang yang sangaik jauah dan mamanekan manuju ka ateh. Saran wak kalau ni ka situ jan pas makan siang soalnyo pasti panuah. Harago makanan lumayan misil. Tapi pamandangannyo rancak bana.
46374,"Steak's quite good. This eatery is perfect for students or uni kids hehehe cuz the price is affordable. For the food, it's okat, kay",Steiknyo lumayan lamak. Kadai ko cocok untuak pelajar atau mahasiswa hehehe soalnyo haragonyo tajangkau. Untuak makanannyo oke kok.
46375,"In my opinion, eating here will grant you large portions for a cheap price, add to the fact that it's served quickly, too, and the place being clean and wide.","Manuruik wak makan di siko porsinyo banyak dan harago murah, tu makanannyo capek lo tibonyo dan tampeknyo barasiah dan lueh"
46376,"Indonesian needs a visionary leader, not an entertainer","Urang indonesia tu butuah pamimpin visioner bukannyo panghibur,"
46377,"Tong Dji serves various food and drinks, not only tea. Recommended ones are: earthenware rock sugar tea and fried rice","Tong dji manyajian baragam makan dan minuman, ndak cuma teh. Yang direkomendasian: Teh poci gulo batunyo dan nasi goreang."
46378,"I am not a huge fan of goats since I can't stand the smell, but while eating in this place, it's as if I wasn't eating goat at all! The meat's tender, tasty, and odourless. The resto's atmosphere, too, is nice and comfy.","Awak bukanlah penggemar barek kambiang dek ndak tahan jo baunnyo, tapi makan di tampek ko, wak mode ndak sadang makan kambiang! Dagiangnyo labuak, lamak, dan ndak babaun, Suasana restonyo pun lamak dan nyaman"
46379,"I've been wanting to cancel my credit card for a few months now, y'see.","Awak nio nutuik kartu kredit dari bara bulan patang, mah"
46380,"The truly real ones, no set-ups",Yang subana-bana real indak ado settingan
46381,"Man, Indoesat is so disappointing. I was just about to register but they charged me per kb? My credits just got drained",Ndeh indosat mangacewaan. Awak nio daftar baru kok malah kanai tarif per kb? Pulsa bakurang drastis
46382,I ordered a mountain jacket from Eiger,Wak mamasan jaket gunuang eiger
46383,"The service was indeed quick, but the food was served carelessly, like they just wanted to push them out without care. I ordered shrimp with oyster sauce, and it was just the same crab as the one with padang sauce. The pliers for the crab was also not given unless we asked.","Palayanan sih emang capek tapi masakannyo asal-asalan se, asal jadi asal masak se, pasan udang saus tiram, samo se jo masakan kapitiang saus padang, tang untuak kapitiang indak diagiah kok indak dimintak."
46384,"A restaurant with the concept of beautiful dining experience, especially at nighttime with its lovely atmosphere thanks to their night lights. The food is just as good. Perfect for family gatherings.","Restoran jo konsep tampek makan yang sangaik asri, apolai kalau malam suasananyo sangai ancak jo lampu lampunyo, makanannyo juo lamak rasonyo. Cocok untuak tampek kumpua kaluarga."
46385,"First tried this because of other people's reviews, but turns out the taste was nothing special. 30 thousand for a plate. Seat was hard to find",Partamo cubo dek ulasan babarapo urang tapi kironyo rasonyo biaso se. Sapiriang 30 ribu. Payah cari tampek duduak.
46386,"I was told to just wait for the SMS, it's been a day and I still got nothing!","Tadi keceknyo suruah tunggu se sampai sms ditarimo, lah saharian ndak ado jo!"
46387,Time to make your own 360 degrees visual work with Samsung! Follow the easy steps in this video.,Saatnyo mambuek karya visual 360 derajat jo samsung! Ikuikan langkah mudah di video ko.
46388,"The description said chamomile aroma, but why does it stink so bad?","Keceknyo detil aroma chamomile, tapi kok baunnyo ndak lamak giko sih"
46389,I'm very satisfied with the specs of Asus' laptop.,Awak sangaik pueh jo spesifikasi laptop asus
46390,Fun weekend with the family in a place with satisfactory facilities and affordable price. Our vacation became more fun with the strawberry grove where we can pick strawberries straight from the field.,Baakhia pakan nan manyanangan basamo kaluarga di tampek nan fasilitasnyo mamadai dan harago manenggang. Liburan makin manyanangan jo adonyo parak stoberi nan bisa mamatiak langsuang dari paraknyo.
46391,"Please hear us, Admin. The connection quality in Celeungsi Bogor is really bad. Even though we've paid a lot for this",Mohon parhatiannyo admin. Jaringan di cileungsi bogor sangaik buruak kualitasnyo. Padohal bayianyo maha.
46392,"The food's yummy: fried chicken, sauteed eggplant, fish soup, fried tempeh, sambal. The services are lovely, too.","Makanannyo lamak: ayam goreang, tumis taruang, sup ikan, tempe goreang, lado. Pelayanannyo rancak lo."
46393,"First time to this place, I had reserved and got number 3. I asked for a spot on the lower ground so we didn't have to take the stairs because one of my mates had sore knees. Made to wait almost 40 minutes without any certainty. I ended up cancelling. At first I didn't want to give a 1-star rating because maybe it was just that crowded and my special request was too much to ask for. But, the waitress' rude attitude was the last straw.","Patamo kali ka tampek iko, reservasi dan dapek nomor 3. Mintak tampek di lantai bawah sahinggo ndak paralu naiak janjang dek ado nan lutuiknyo sadang sakik. Manunggu hampia 40 minik tanpa kapastian. Awak batalan. Tadinyo ndak nio agiah rating 1 dek emang mungkin rami dan parmintaan awak khusus, jadi sulik. Eh uninyo malah mambuduik."
46394,The results of the Simultaneus Regional Elections quick count is full of surprises,Hasil quick count pilkada sarantak 2018 diwarnai banyak kejutan.
46395,Nice landscape to relax together in the afternoon and at nighttime. enough.,Pamandangan rancak untuak santai basamo di sore hari jo malam hari. Makanan cukuik baragam dan lamak.
46396,"Me and my wife's relative were spending time in Palembang. I looked for a place to eat and found Bakmi Jogya. When we got in, we were surprised, because we spent 35 minutes stranded while looking for an empty seat. After we ordered a mi godok, we had to wait for another hour and by then I've lost my appetite completely. I even asked the cook about my food.",Awak ko sanak istri wak sadang maabiahan wakatu di palembang. Awak mancari tampek makan dan basoboklah bakmi jogya. Satalah masuak takajuiklah karano awak harus mancari tampek duduak dan mancari tampek nan kosong awak alah talantar salamo 35 mini. Satalah mamasan dengan menu mi godok. Awak manunggunyo sajam dan iko mambuek awak hilang salero makan itu pun ditanyoan ka tukang masak
46397,"The bed's filthy, the pillows all stink...makes your body itchy like there's a lot of animals, can't sleep well at all","Tampek tiduanyo kumuah, bantanyo baun sado... buek badan jadi gata kayak banyak hewannyo, jadi ndak bisa lalok lamak."
